CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1031,"Round Grilles for 6.5 in. In-Ceiling Speakers, Black, 2 Pack",6511521,SPKA-GRILLE-IC602-B,5160,43,55.9,0.180000000000035,86,,,,,,,,
1032,"Round Grilles for Saros® 6.5” In-Ceiling Speakers, Black, 10 Pack",6506983,SPKA-GRILLE-IC610-B,21840,182,236.6,0.180000000000035,364,,,,,,,,
1033,"Round Grilles for Saros® 6.5” In-Ceiling Speakers, White, 10 Pack",6506984,SPKA-GRILLE-IC610-W,21840,182,236.6,0.180000000000035,364,,,,,,,,
1034,"Round Grilles for 8 in. In-Ceiling Speakers, Black, 2 Pack",6511522,SPKA-GRILLE-IC802-B,5160,43,55.9,0.180000000000035,86,,,,,,,,
1035,"Round Grilles for Saros® 8” In-Ceiling Speakers, Black, 10 Pack",6506985,SPKA-GRILLE-IC810-B,21840,182,236.6,0.180000000000035,364,,,,,,,,
1036,"Round Grilles for Saros® 8” In-Ceiling Speakers, White, 10 Pack",6506986,SPKA-GRILLE-IC810-W,21840,182,236.6,0.180000000000035,364,,,,,,,,
1037,"Rectangular Grilles for 4 in. X 8 in. Reference In-Wall Speakers, Aluminum, 1 Pair",6511886,SPKA-GRILLE-IW4X8-AL,7320,61,79.3,0.180000000000035,122,,,,,,,,
1038,"Rectangular Grilles for 4 in. X 8 in. Reference In-Wall Speakers, White, 1 Pair",6511887,SPKA-GRILLE-IW4X8-W-T,5160,43,55.9,0.180000000000035,86,,,,,,,,
1039,"Rectangular Grilles for LCR Ultimate In-Wall Speakers, Aluminum, 1 Pair",6511884,SPKA-GRILLE-IWLCR62-AL,7320,61,79.3,0.180000000000035,122,,,,,,,,
1040,"Rectangular Grilles for LCR Ultimate In-Wall Speakers, White, 1 Pair",6511885,SPKA-GRILLE-IWLCR62-W-T,5880,49,63.7,0.180000000000035,98,,,,,,,,
1041,Mounting Tool for Ultimate 3 in. All Weather In-Ceiling Speaker,6512668,SPKA-IC3-SA-MNT-TOOL,11880,99,128.7,0.180000000000035,198,,,,,,,,
1042,"New-Construction Speaker Templates for Saros® 4” In-Ceiling Speakers, Flat, 10 Pack",6506419,SPKA-NCTP-IC410,18240,152,197.6,0.180000000000035,304,,,,,,,,
1043,"New-Construction Speaker Templates for Saros® 4” In-Ceiling Speakers, Collared, 10 Pack",6506420,SPKA-NCTP-IC411,18240,152,197.6,0.180000000000035,304,,,,,,,,
1044,"New-Construction Speaker Templates for 6 in. or 8 in. Reference and Ultimate In-Ceiling Speakers, 10 Pack",6511896,SPKA-NCTP-IC6/IC8,11640,97,126.1,0.180000000000035,194,,,,,,,,
1045,"New-Construction Speaker Templates for Saros® 6.5” In-Ceiling Speakers, Flat, 10 Pack",6506421,SPKA-NCTP-IC610,18240,152,197.6,0.180000000000035,304,,,,,,,,
1046,"New-Construction Speaker Templates for Saros® 6.5” In-Ceiling Speakers, Collared, 10 Pack",6506422,SPKA-NCTP-IC611,18240,152,197.6,0.180000000000035,304,,,,,,,,
1047,"New-Construction Speaker Templates for Saros® 8” In-Ceiling Speakers, Flat, 10 Pack",6506423,SPKA-NCTP-IC810,21840,182,236.6,0.180000000000035,364,,,,,,,,
1048,"New-Construction Speaker Templates for Saros® 8” In-Ceiling Speakers, Collared, 10 Pack",6506424,SPKA-NCTP-IC811,21840,182,236.6,0.180000000000035,364,,,,,,,,
1049,"New-Construction Speaker Templates for Reference IW4X8 In-Wall Speakers, 1 Pair",6511897,SPKA-NCTP-IW4X8,4440,37,48.1,0.180000000000035,74,,,,,,,,
1050,"New-Construction Speaker Template for Ultimate IWLCR62 In-Wall Speakers, 1 Pair",6511898,SPKA-NCTP-IWLCR62,4440,37,48.1,0.180000000000036,74,,,,,,,,
1051,"Preconstruction Mounting Kit for Reference and Ultimate In-Ceiling Speakers, 8 Pack",6511895,SPKA-PMK-IC6/IC8,27600,230,299,0.180000000000036,460,,,,,,,,
1052,"Preconstruction Mounting Kit for Saros® SMT6T Speakers, Black Textured",6511900,SPKA-PMK-SMT6T-B-T,4680,39,50.7,0.180000000000036,78,,,,,,,,
1053,"Preconstruction Mounting Kit for Saros® SMT6T Speakers, White Textured",6511899,SPKA-PMK-SMT6T-W-T,4680,39,50.7,0.180000000000036,78,,,,,,,,
1054,"Preconstruction Mounting Kit for Saros® SMT8T Speakers, Black Textured",6511902,SPKA-PMK-SMT8T-B-T,4680,39,50.7,0.180000000000036,78,,,,,,,,
1055,"Preconstruction Mounting Kit for Saros® SMT8T Speakers, White Textured",6511901,SPKA-PMK-SMT8T-W-T,4680,39,50.7,0.180000000000036,78,,,,,,,,
1056,"Surface/Tree Mount Brackets with Knuckle Adapter for 4 in. Reference Outdoor Speaker, Single",6511904,SPKA-SMK/TREEMK-REFERENCE-OD4,6600,55,71.5,0.180000000000036,110,,,,,,,,
1057,"Surface/Tree Mount Brackets for 6 in. Ultimate Outdoor Speaker, Single",6511905,SPKA-SMK/TREEMK-ULTIMATE-OD6,3720,31,40.3,0.180000000000036,62,,,,,,,,
1058,"Safety Tether/Tie Down Kits, 10 Sets",6504800,SPKA-ST-15,11040,92,119.6,0.180000000000036,184,,,,,,,,
1059,"17.7 in. Ground Stake for Reference or Ultimate Outdoor Speakers, Single",6511903,SPKA-STAKE-OD-18,3720,31,40.3,0.180000000000036,62,,,,,,,,
1060,"Room Availability Hallway Sign, Ceiling Mount, Enhanced Legibility, Without Engraving",6510603,SSC-100-EL,25560,213,276.9,0.180000000000036,426,,,,,,,,
1061,"Room Availability Hallway Sign, Ceiling Mount, Enhanced Legibility, Includes Custom Engraving",6510602,SSC-102-EL,29040,242,314.6,0.180000000000036,484,,,,,,,,
1062,"Replacement Acrylic Sign Face for SSC Series, Enhanced Legibility, Without Engraving",6510599,SSC-ACR-100-EL,7320,61,79.3,0.180000000000036,122,,,,,,,,
1063,"Replacement Acrylic Sign Face for SSC Series, Enhanced Legibility, Includes Custom Engraving",6510597,SSC-ACR-102-EL,9600,80,104,0.180000000000036,160,,,,,,,,
1064,"Room Availability Hallway Sign, Wall Mount, Enhanced Legibility, Without Engraving",6510601,SSW-100-EL,25560,213,276.9,0.180000000000036,426,,,,,,,,
1065,"Room Availability Hallway Sign, Wall Mount, Enhanced Legibility, Includes Custom Engraving",6510600,SSW-102-EL,29040,242,314.6,0.180000000000036,484,,,,,,,,
1066,"Replacement Acrylic Sign Face for SSW Series, Enhanced Legibility, Without Engraving",6510598,SSW-ACR-100-EL,7320,61,79.3,0.180000000000036,122,,,,,,,,
1067,"Replacement Acrylic Sign Face for SSW Series, Enhanced Legibility, Includes Custom Engraving",6510596,SSW-ACR-102-EL,9600,80,104,0.180000000000036,160,,,,,,,,
1068,Mullion Mount Kit for SIW & SSW Series,6508261,SSW-MUMK,11040,92,119.6,0.180000000000036,184,,,,,,,,
1069,IR Emitter Probe w/3.5mm Mini Phone Plug,6500940,STIRP,1680,14,18.2,0.180000000000036,28,,,,,,,,
1070,Rack Mount Kit for 1RU Half-Width Devices,6500073,ST-RMK,11040,92,119.6,0.180000000000036,184,,,,,,,,
1071,BACnet™ Network/IP Support for 3-Series® and 4-Series™ Control Systems,3001352,SW-3SERIES-BACNET-50+,72600,605,786.5,0.180000000000036,1210,,,,,,,,
1072,AirMedia® License for DMPS3-4K-250-C & DMPS3-4K-350-C,3001652,SW-DMPS3-AIRMEDIA,58080,484,629.2,0.180000000000036,968,,,,,,,,
1073,"Crestron Fusion® Cloud Software; 250 rooms; 3-year service, support, and updates",3001600,SW-FUSION-C-3,1452000,12100,15730,0.180000000000036,24200,,,,,,,,
1074,"Crestron Fusion® On-Premises Software; Unlimited rooms; lifetime service, support, and updates",3001599,SW-FUSION-P-L,363000,3025,3932.5,0.180000000000036,6050,,,,,,,,
1075,Crestron Fusion® Cloud Software Room Scheduling; 1-year support and updates for one touch screen,3001592,SW-HS-1-C,18240,152,197.6,0.180000000000036,304,,,,,,,,
1076,Crestron Fusion® On-Premises Software Room Scheduling; 1-year support and updates for one touch screen,3001593,SW-HS-1-P,18240,152,197.6,0.180000000000036,304,,,,,,,,
1077,Crestron Fusion® Cloud Software Room Scheduling; 3-year support and updates for one touch screen,3001594,SW-HS-3-C,32760,273,354.9,0.180000000000036,546,,,,,,,,
1078,Crestron Fusion® On-Premises Software Room Scheduling; 3-year support and updates for one touch screen,3001595,SW-HS-3-P,32760,273,354.9,0.180000000000036,546,,,,,,,,
1079,Crestron Fusion® Cloud Software Room Scheduling; lifetime support and updates for one touch screen,3001596,SW-HS-L-C,54600,455,591.5,0.180000000000036,910,,,,,,,,
1080,Crestron Fusion® On-Premises Software Room Scheduling; lifetime support and updates for one touch screen,3001597,SW-HS-L-P,54600,455,591.5,0.180000000000037,910,,,,,,,,
1081,"10 Program MPA Support License for RMC3, RMC4, MPC3, and MC4 Series",3001424,SW-RMC3-10PROG,29040,242,314.6,0.180000000000037,484,,,,,,,,
1082,"BACnet Netwok/IP License for Crestron Virtual Control, 1000 Objects",3002253,SW-VC4-BN-1000,13200,110,143,0.180000000000037,220,,,,,,,,
1083,"XiO Cloud® Provisioning and Management Service, REST API License for one room per month",3001925,SW-XIOC-API,240,2,2.6,0.180000000000037,4,,Not in Pricelist,,,,,,
1084,"XiO Cloud® Provisioning and Management Service, Endpoint Management License for one room per month",3001922,SW-XIOC-EM,480,4,5.2,0.180000000000037,8,,,,,,,,
1085,"XiO Cloud® Provisioning and Management Service, Support License for one room per month",3001923,SW-XIOC-S,600,5,6.5,0.180000000000037,10,,,,,,,,
1086,Three Gang USA Plastic Back Box w/nails,6509471,THREE-GANG,480,4,5.2,0.180000000000037,8,,,,,,,,
1087,Three Gang USA BAck Box w/ears and swing clamps,6509473,THREE-GANG-SC,480,4,5.2,0.180000000000037,8,,,,,,,,
1088,"10.1 in. Tabletop Touch Screen, Black Smooth",6510821,TS-1070-B-S,215760,1798,2337.4,0.180000000000037,3596,,,,,,,,
1089,"10.1 in. Tabletop Touch Screen, Government Version, Black Smooth",6510833,TS-1070-GV-B-S,215760,1798,2337.4,0.180000000000037,3596,,,,,,,,
1090,"10.1 in. Tabletop Touch Screen, Government Version, White Smooth",6510836,TS-1070-GV-W-S,215760,1798,2337.4,0.180000000000037,3596,,,,,,,,
1091,"10.1 in. Tabletop Touch Screen, Crestron Home® OS Version, Black",6511712,TS-1070R-B,167040,1392,1809.6,0.180000000000037,2784,,,,,,,,
1092,"10.1 in. Tabletop Touch Screen, Crestron Home® OS Version, White",6511711,TS-1070R-W,167040,1392,1809.6,0.180000000000037,2784,,,,,,,,
1093,"10.1 in. Tabletop Touch Screen, White Smooth",6510824,TS-1070-W-S,215760,1798,2337.4,0.180000000000037,3596,,,,,,,,
1094,Swivel Mount Kit for TS-70 Series,6511519,TS-770/1070-SMK,14520,121,157.3,0.180000000000037,242,,,,,,,,
1095,"7 in. Tabletop Touch Screen, Black Smooth",6510820,TS-770-B-S,145440,1212,1575.6,0.180000000000037,2424,,,,,,,,
1096,"7 in. Tabletop Touch Screen, Government Version, Black Smooth",6510832,TS-770-GV-B-S,145440,1212,1575.6,0.180000000000037,2424,,,,,,,,
1097,"7 in. Tabletop Touch Screen, Government Version, White Smooth",6510835,TS-770-GV-W-S,145440,1212,1575.6,0.180000000000037,2424,,,,,,,,
1098,"7 in. Tabletop Touch Screen, Crestron Home® OS Version, Black",6511710,TS-770R-B,116160,968,1258.4,0.180000000000037,1936,,,,,,,,
1099,"7 in. Tabletop Touch Screen, Crestron Home® OS Version, White",6511709,TS-770R-W,116160,968,1258.4,0.180000000000037,1936,,,,,,,,
1100,"7 in. Tabletop Touch Screen, White Smooth",6510823,TS-770-W-S,145440,1212,1575.6,0.180000000000037,2424,,,,,,,,
1101,"21.5 in. HD Touch Screen Display, Black",6508152,TSD-2220-B,145200,1210,1573,0.180000000000037,2420,,,,,,,,
1102,Battery Pack for TSR-302,6506923,TSR-302-BTP,5880,49,63.7,0.180000000000037,98,,,,,,,,
1103,Handheld Touch Screen Remote,6508585,TSR-310,72600,605,786.5,0.180000000000037,1210,,,,,,,,
1104,Battery Pack for TSR-310,6508588,TSR-310-BTP,5880,49,63.7,0.180000000000037,98,,,,,,,,
1105,Table Dock for TSR-310,6508589,TSR-310-DS,18240,152,197.6,0.180000000000037,304,,Not in Pricelist,,,,,,
1106,"10.1 in. Room Scheduling Touch Screen, Black Smooth",6511331,TSS-1070-B-S,91560,763,991.9,0.180000000000037,1526,,,,,,,,
1107,"10.1 in. Room Scheduling Touch Screen, Black Smooth, includes one TSW-1070-LB-B-S light bar",6511515,TSS-1070-B-S-LB KIT,111360,928,1206.4,0.180000000000037,1856,,,,,,,,
1108,"10.1 in. Room Scheduling Touch Screen for Microsoft Teams® Software, Black Smooth, includes one TSW-1070-LB-B-S light bar",6511776,TSS-1070-T-B-S-LB KIT,111360,928,1206.4,0.180000000000037,1856,,,,,,,,
1109,"10.1 in. Room Scheduling Touch Screen for Microsoft Teams® Software, Black Smooth, includes one TSW-1070-LB-B-S light bar and one TSW-770/1070-MSMK-ANG-B-S multisurface mount kit",6513460,TSS-1070-T-B-S-LB-MNT KIT,115560,963,1251.9,0.180000000000038,1926,,Not in Pricelist,,,,,,
1110,"10.1 in. Room Scheduling Touch Screen for Microsoft Teams® Software, White Smooth, includes one TSW-1070-LB-W-S light bar",6511777,TSS-1070-T-W-S-LB KIT,111360,928,1206.4,0.180000000000038,1856,,,,,,,,
1111,"10.1 in. Room Scheduling Touch Screen, White Smooth",6511332,TSS-1070-W-S,91560,763,991.9,0.180000000000038,1526,,,,,,,,
1112,"10.1 in. Room Scheduling Touch Screen, White Smooth, includes one TSW-1070-LB-W-S light bar",6511516,TSS-1070-W-S-LB KIT,111360,928,1206.4,0.180000000000038,1856,,,,,,,,
1113,"10.1 in. Room Scheduling Touch Screen for Zoom Rooms® Software, Black Smooth, includes one TSW-1070-LB-B-S light bar",6513148,TSS-1070-Z-B-S-LB KIT,111360,928,1206.4,0.180000000000038,1856,,Not in Pricelist,,,,,,
1114,"10.1 in. Room Scheduling Touch Screen for Zoom Rooms® Software, Black Smooth, includes one TSW-1070-LB-B-S light bar and one TSW-770/1070-MSMK-ANG-B-S multisurface mount kit",6513459,TSS-1070-Z-B-S-LB-MNT KIT,115560,963,1251.9,0.180000000000038,1926,,,,,,,,
1115,"10.1 in. Room Scheduling Touch Screen for Zoom Rooms® Software, White Smooth, includes one TSW-1070-LB-W-S light bar",6513149,TSS-1070-Z-W-S-LB KIT,111360,928,1206.4,0.180000000000038,1856,,,,,,,,
1116,"3.5 in. Desk Scheduling Touch Screen, Black Textured",6512606,TSS-470E-B-T,33000,275,357.5,0.180000000000038,550,,,,,,,,
1117,"Multisurface Mount Kit for TSS-470E, Black Textured",6512966,TSS-470E-MSMK-B-T,5280,44,57.2,0.180000000000038,88,,,,,,,,
1118,"Retrofit Mounting Bracket for TSS-470E, 2-Gang",6513476,TSS-470E-RMB-2G,5280,44,57.2,0.180000000000038,88,,,,,,,,
1119,"Tabletop Kit for TSS-470E, Black Textured",6512967,TSS-470E-TTK-B-T,5280,44,57.2,0.180000000000038,88,,,,,,,,
1120,Wall Mount Kit for TSS-470E,6513020,TSS-470E-WMK,5280,44,57.2,0.180000000000038,88,,,,,,,,
1121,"7 in. Room Scheduling Touch Screen, Black Smooth",6511329,TSS-770-B-S,79080,659,856.7,0.180000000000038,1318,,,,,,,,
1122,"7 in. Room Scheduling Touch Screen, Black Smooth, includes one TSW-770-LB-B-S light bar",6511517,TSS-770-B-S-LB KIT,94800,790,1027,0.180000000000038,1580,,,,,,,,
1123,"7 in. Room Scheduling Touch Screen for Microsoft Teams® Software, Black Smooth, includes one TSW-770-LB-B-S light bar",6511778,TSS-770-T-B-S-LB KIT,94800,790,1027,0.180000000000038,1580,,,,,,,,
1124,"7 in. Room Scheduling Touch Screen for Microsoft Teams® Software, Black Smooth, includes one TSW-770-LB-B-S light bar and one TSW-770/1070-MSMK-ANG-B-S multisurface mount kit",6513462,TSS-770-T-B-S-LB-MNT KIT,99000,825,1072.5,0.180000000000038,1650,,Not in Pricelist,,,,,,
1125,"7 in. Room Scheduling Touch Screen for Microsoft Teams® Software, White Smooth, includes one TSW-770-LB-W-S light bar",6511779,TSS-770-T-W-S-LB KIT,94800,790,1027,0.180000000000038,1580,,,,,,,,
1126,"7 in. Room Scheduling Touch Screen,White Smooth",6511330,TSS-770-W-S,79080,659,856.7,0.180000000000038,1318,,,,,,,,
1127,"7 in. Room Scheduling Touch Screen, White Smooth, includes one TSW-770-LB-W-S light bar",6511518,TSS-770-W-S-LB KIT,94800,790,1027,0.180000000000038,1580,,,,,,,,
1128,"7 in. Room Scheduling Touch Screen for Zoom Rooms® Software, Black Smooth, includes one TSW-770-LB-B-S light bar",6513150,TSS-770-Z-B-S-LB KIT,94800,790,1027,0.180000000000038,1580,,Not in Pricelist,,,,,,
1129,"7 in. Room Scheduling Touch Screen for Zoom Rooms® Software, Black Smooth, includes one TSW-770-LB-B-S light bar and one TSW-770/1070-MSMK-ANG-B-S multisurface mount kit",6513461,TSS-770-Z-B-S-LB-MNT KIT,99000,825,1072.5,0.180000000000038,1650,,,,,,,,
1130,"7 in. Room Scheduling Touch Screen for Zoom Rooms® Software, White Smooth, includes one TSW-770-LB-W-S light bar",6513151,TSS-770-Z-W-S-LB KIT,94800,790,1027,0.180000000000038,1580,,,,,,,,
1131,10.1 in. Wireless Touch Screen,6512879,TST-1080,250800,2090,2717,0.180000000000038,4180,,,,,,,,
1132,Table Dock for TST-1080,6512880,TST-1080-DS,13200,110,143,0.180000000000038,220,,,,,,,,
1133,Wall Dock for TST-1080,6512881,TST-1080-DSW,92400,770,1001,0.180000000000038,1540,,,,,,,,
1134,Battery Pack for TST-902,6504581,TST-902-BTP,11040,92,119.6,0.180000000000038,184,,,,,,,,
1135,Wall Mount Back Box for TST-902-DSW and TST-1080-DSW,6506202,TST-902-DSW-BB,14520,121,157.3,0.180000000000038,242,,,,,,,,
1136,"Wall Mount Back Box for TST-902-DSW and TST 1080 DSW, International",6506203,TST-902-DSW-BBI,11040,92,119.6,0.180000000000038,184,,,,,,,,
1137,Preconstruction Mounting Kit for TST-902-DSW and TST-1080-DSW,6506204,TST-902-DSW-PMK,7320,61,79.3,0.180000000000038,122,,,,,,,,
1138,Postconstruction Wall Mount Kit with Mud Ring for TST-902-DSW and TST-1080-DSW,6507805,TST-902-DSW-WMKM,13080,109,141.7,0.180000000000038,218,,,,,,,,
1139,Postconstruction Wall Mount Kit with Trim Ring for TST-902-DSW and TST-1080-DSW,6507806,TST-902-DSW-WMKT,13080,109,141.7,0.180000000000039,218,,,,,,,,
1140,"10.1 in. Wall Mount Touch Screen, Black Smooth",6510814,TSW-1070-B-S,201360,1678,2181.4,0.180000000000039,3356,,,,,,,,
1141,"10.1 in. Wall Mount Touch Screen, Government Version, Black Smooth",6510827,TSW-1070-GV-B-S,203520,1696,2204.8,0.180000000000039,3392,,,,,,,,
1142,"10.1 in. Wall Mount Touch Screen, Government Version, White Smooth",6510830,TSW-1070-GV-W-S,203520,1696,2204.8,0.180000000000039,3392,,,,,,,,
1143,"Room Availability Light Bar for TSW-1070 Series, Black Smooth",6511125,TSW-1070-LB-B-S,19800,165,214.5,0.180000000000039,330,,,,,,,,
1144,"Room Availability Light Bar for TSW-1070 Series, White Smooth",6511126,TSW-1070-LB-W-S,19800,165,214.5,0.180000000000039,330,,,,,,,,
1145,"Multisurface Mount Kit for TSW-1070 Series, Black Smooth",6511119,TSW-1070-MSMK-B-S,7920,66,85.8,0.180000000000039,132,,,,,,,,
1146,"Multisurface Mount Kit for TSW-1070 Series, White Smooth",6511120,TSW-1070-MSMK-W-S,7920,66,85.8,0.180000000000039,132,,,,,,,,
1147,"10.1 in. Wall Mount Touch Screen, Crestron Home® OS Version, Black",6511708,TSW-1070R-B,138000,1150,1495,0.180000000000039,2300,,,,,,,,
1148,Retrofit Mounting Bracket for TSW-1070 Series - Converts from TPS-6L,6511132,TSW-1070-RMB-3,8160,68,88.4,0.180000000000039,136,,,,,,,,
1149,"Retrofit Mounting Bracket for TSW-1070 Series, Black - Converts from TSW-760/1060-MSMK-B-S",6512657,TSW-1070-RMB-4-B,6600,55,71.5,0.180000000000039,110,,,,,,,,
1150,"Retrofit Mounting Bracket for TSW 1070 Series, White - Converts from TSW-760/1060-MSMK-W-S",6512656,TSW-1070-RMB-4-W,6600,55,71.5,0.180000000000039,110,,,,,,,,
1151,Rack Mount Kit for TSW-1070 Series,6511135,TSW-1070-RMK-2,14520,121,157.3,0.180000000000039,242,,,,,,,,
1152,"10.1 in. Wall Mount Touch Screen, Crestron Home® OS Version, White",6511707,TSW-1070R-W,138000,1150,1495,0.180000000000039,2300,,,,,,,,
1153,"10.1 in. Wall Mount Touch Screen, White Smooth",6510818,TSW-1070-W-S,201360,1678,2181.4,0.180000000000039,3356,,,,,,,,
1154,Rack Mount Kit for TSW-570 and TSW-770 Series,6511134,TSW-570/770-RMK-1,14520,121,157.3,0.180000000000039,242,,,,,,,,
1155,"5 in. Wall Mount Touch Screen, Black Smooth",6510812,TSW-570-B-S,94560,788,1024.4,0.180000000000039,1576,,,,,,,,
1156,"5 in. Wall Mount Touch Screen, Portrait, Black Smooth",6510838,TSW-570P-B-S,79920,666,865.8,0.180000000000039,1332,,,,,,,,
1157,"5 in. Wall Mount Touch Screen, Portrait, Crestron Home® OS Version, Black",6511704,TSW-570PR-B,72600,605,786.5,0.180000000000039,1210,,,,,,,,
1158,"5 in. Wall Mount Touch Screen, Portrait, Crestron Home® OS Version, White",6511703,TSW-570PR-W,72600,605,786.5,0.180000000000039,1210,,,,,,,,
1159,"5 in. Wall Mount Touch Screen, Portrait, White Smooth",6510841,TSW-570P-W-S,79920,666,865.8,0.180000000000039,1332,,,,,,,,
1160,"5 in. Wall Mount Touch Screen, White Smooth",6510816,TSW-570-W-S,94560,788,1024.4,0.180000000000039,1576,,,,,,,,
1161,"Multisurface Mount Kit for TSW-770 and TSW-1070 Series, Angled, Black Smooth",6511786,TSW-770/1070-MSMK-ANG-B-S,4320,36,46.8,0.180000000000039,72,,,,,,,,
1162,"Multisurface Mount Kit for TSW-770 and TSW-1070 Series, Angled, White Smooth",6511787,TSW-770/1070-MSMK-ANG-W-S,4320,36,46.8,0.180000000000039,72,,,,,,,,
1163,"Mullion Mount Kit for TSW-770 and TSW-1070 Series, Black",6511260,TSW-770/1070-MUMK-B,11280,94,122.2,0.180000000000039,188,,,,,,,,
1164,"TSW-70 Series MUMK Panel Cover, Black",6511964,TSW-770/1070-MUMK-PNLCVR-B,2280,19,24.7,0.180000000000039,38,,,,,,,,
1165,"TSW-70 Series MUMK Panel Cover, White",6511963,TSW-770/1070-MUMK-PNLCVR-W,2280,19,24.7,0.180000000000039,38,,,,,,,,
1166,"Mullion Mount Kit for TSW-770 and TSW-1070 Series, White",6511259,TSW-770/1070-MUMK-W,11280,94,122.2,0.180000000000039,188,,,,,,,,
1167,"Retrofit Mounting Bracket for TSW-770 and TSW-1070 Series - Converts from APAD, CT/LC-1000, or TPS-2000L",6511130,TSW-770/1070-RMB-1,7320,61,79.3,0.180000000000039,122,,,,,,,,
1168,Retrofit Mounting Bracket for TSW-770 and TSW-1070 Series - Converts from TPS-4L,6511131,TSW-770/1070-RMB-2,7320,61,79.3,0.18000000000004,122,,,,,,,,
1169,"7 in. Wall Mount Touch Screen, Black Smooth",6510813,TSW-770-B-S,130680,1089,1415.7,0.18000000000004,2178,,,,,,,,
1170,"Face Plate for TSW-770 Series, Black Smooth",6511457,TSW-770-FP-B-S,2280,19,24.7,0.18000000000004,38,,,,,,,,
1171,"Face Plate for TSW-770 Series, White Smooth",6511458,TSW-770-FP-W-S,2280,19,24.7,0.18000000000004,38,,,,,,,,
1172,"7 in. Wall Mount Touch Screen, Government Version, Black Smooth",6510826,TSW-770-GV-B-S,130680,1089,1415.7,0.18000000000004,2178,,,,,,,,
1173,"7 in. Wall Mount Touch Screen, Government Version, White Smooth",6510829,TSW-770-GV-W-S,130680,1089,1415.7,0.18000000000004,2178,,,,,,,,
1174,"Room Availability Light Bar for TSW-770 Series, Black Smooth",6511123,TSW-770-LB-B-S,15720,131,170.3,0.18000000000004,262,,,,,,,,
1175,"Room Availability Light Bar for TSW-770 Series, White Smooth",6511124,TSW-770-LB-W-S,15720,131,170.3,0.18000000000004,262,,,,,,,,
1176,"Multisurface Mount Kit for TSW-770 Series, Black Smooth",6511117,TSW-770-MSMK-B-S,7920,66,85.8,0.18000000000004,132,,,,,,,,
1177,"Multisurface Mount Kit for TSW-770 Series, White Smooth",6511118,TSW-770-MSMK-W-S,7920,66,85.8,0.18000000000004,132,,,,,,,,
1178,"7 in. Wall Mount Touch Screen, Crestron Home® OS Version, Black",6511706,TSW-770R-B,101640,847,1101.1,0.18000000000004,1694,,,,,,,,
1179,"7 in. Wall Mount Touch Screen, Crestron Home® OS Version, White",6511705,TSW-770R-W,101640,847,1101.1,0.18000000000004,1694,,,,,,,,
1180,"7 in. Wall Mount Touch Screen, White Smooth",6510817,TSW-770-W-S,130680,1089,1415.7,0.18000000000004,2178,,,,,,,,
1181,"Preconstruction Mounting Kit for TSW-570P, Portrait",6511155,TSW-UMB-570P-PMK,2280,19,24.7,0.18000000000004,38,,,,,,,,
1182,Universal Mounting Bracket for TSW-70 Series,6511127,TSW-UMB-70,3000,25,32.5,0.18000000000004,50,,,,,,,,
1183,Wall Mount Back Box for TSW-70 Series,6511129,TSW-UMB-70-BBI,6600,55,71.5,0.18000000000004,110,,,,,,,,
1184,Preconstruction Mounting Kit for TSW-70 Series,6511128,TSW-UMB-70-PMK,2280,19,24.7,0.18000000000004,38,,,,,,,,
1185,"Crestron Connect It™ Cable Caddy w/120V Outlet, No Cables, Black Textured",6506815,TT-100-B-T,21840,182,236.6,0.18000000000004,364,,,,,,,,
1186,"Tabletop Kit for MPC3-302, MP-B10, & MP-B20 Series; Black Textured",6502759,TTK-MP/MPC/IPAC-B-T,7320,61,79.3,0.18000000000004,122,,,,,,,,
1187,"Tabletop Kit for MPC3-302, MP-B10, & MP-B20 Series; White",6503151,TTK-MP/MPC/IPAC-W,7320,61,79.3,0.18000000000004,122,,,,,,,,
1188,Two Gang USA Plastic Box w/nails,6509488,TWO-GANG,480,4,5.2,0.18000000000004,8,,,,,,,,
1189,Two Gang USA Bracket w/swing clamps,6509489,TWO-GANG-BR-SC,360,3,3.9,0.18000000000004,6,,,,,,,,
1190,Two Gang USA Plastic Box w/ears and swing clamps,6509490,TWO-GANG-SC,360,3,3.9,0.18000000000004,6,,,,,,,,
1191,"PoE Injector for UC-2, UC-P8, and UC-P10 Series Devices",6511770,UCA-PWE-UC-2/UC-P8/P10,3720,31,40.3,0.18000000000004,62,,Not in Pricelist,,,,,,
1192,Rack Mount Kit for UC Engine Bracket Assembly,6512208,UCA-RMK-1U,4440,37,48.1,0.18000000000004,74,,,,,,,,
1193,Swivel Mount Cable Retractor for Crestron Flex Advanced Tabletop Small Room Conference System,6511362,UCA-SMKR-UC2-3,31560,263,341.9,0.18000000000004,526,,,,,,,,
1194,Swivel Mount for Crestron Flex Tabletop Small Room Conference System,6511567,UCA-SMK-UC2,14520,121,157.3,0.18000000000004,242,,,,,,,,
1195,"Crestron Flex Pod Wireless Audio Kit with Hub and Pod, Black",6513255,UC-AUDIO-1-B-DR2 KIT,120960,1008,1310.4,0.18000000000004,2016,,,,,,,,
