Extron pricelist drive link- https://docs.google.com/spreadsheets/d/1V2sjY4C5fK7a3ri32zxymZrhKaiDBU74/edit?usp=drive_link&ouid=115637406728694488059&rtpof=true&sd=true,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
1322,Single Pan and Tilt Wall Mount - White,70-1361-03,SMK PT CA,9600,80,104,0.18,,,
1323,"VESA Mounting Kit for SB 33 A Sound Bar - 82""-100""",70-1192-03,SMK V SB 33 82-100,15360,128,166.4,0.18,,,
1324,"VESA Mounting Kit for SB 33 A Sound Bar - 46""-80""",70-1192-02,SMK V SB 33 Plus,12480,104,135.2,0.18,,,
1325,V-Rail Extension Kit for a Pair of Speakers (Pack of Four),70-1267-48,SMK VRE 48,5280,44,57.2,0.18,,,
1326,Single Channel H.264 Streaming Media Processor,60-1594-01,SMP 111,296400,2470,3211,0.18,,,
1327,Single Channel H.264 Streaming Media Processor,60-1594-01,SMP 111 3+ qty,263880,2199,2858.7,0.18,,,
1328,Standard Version – 80 GB SSD,60-1324-01,SMP 351,418920,3491,4538.3,0.18,,,
1329,Dual Recording – 400 GB SSD,60-1634-11,SMP 352 - 400 GB SSD,588960,4908,6380.4,0.18,,,
1330,Dual Recording – 80 GB SSD,60-1634-01,SMP 352 - 80 GB SSD,384840,3207,4169.1,0.18,,,
1331,Dual Recording – 80 GB SSD,60-1634-01,SMP 352 - 80 GB SSD 3+ qty,331920,2766,3595.8,0.18,,,
1332,Dual Recording w/3G-SDI – 400 GB SSD,60-1634-12,SMP 352 3G-SDI - 400 GB SSD,604080,5034,6544.2,0.18,,,
1333,Dual Recording w/3G-SDI – 400 GB SSD,60-1634-12,SMP 352 3G-SDI - 400 GB SSD 3+ qty,555720,4631,6020.3,0.18,,,
1334,4K/60 Multi-Recording and Streaming,60-1825-01,SMP 401,906480,7554,9820.2,0.18,,,
1335,4K/60 Multi-Recording and Streaming,60-1825-01,SMP 401 3+ qty,830880,6924,9001.2,0.18,,,
1336,4K/60 Multi-Recording and Streaming w/12G-SDI,60-1825-02,SMP 401 12G-SDI,982080,8184,10639.2,0.18,,,
1337,4K/60 Multi-Recording and Streaming w/12G-SDI,60-1825-02,SMP 401 12G-SDI 3+ qty,906480,7554,9820.2,0.18,,,
1338,One Slot False Faceplate for the SMX System MultiMatrix,70-633-01,SMX Blank Panel,4440,37,48.1,0.18,,,
1339,Two Slot False Faceplate for the SMX System MultiMatrix,70-633-02,SMX Blank Panel,6240,52,67.6,0.18,,,
1340,Speaker Cable: Pre-cut Two Conductor 18 AWG - Plenum - 100' (30.4 m),26-627-100,SPK 18 cable-100',7560,63,81.9,0.18,,,
1341,Speaker Cable: Pre-cut Two Conductor 18 AWG - Plenum - 35' (10.6 m),26-627-35,SPK 18 cable-35',3120,26,33.8,0.18,,,
1342,Speaker Cable: Pre-cut Two Conductor 18 AWG - Plenum - 50' (15.2 m),26-627-50,SPK 18 cable-50',3720,31,40.3,0.18,,,
1343,"14 AWG Speaker Cable - 1,000' (305 m) spool",22-152-03,SPK14/1000,76320,636,826.8,0.18,,,
1344,"14 AWG Speaker Cable - Plenum - 1,000' (305 m) spool",22-155-03,SPK14P/1000,113280,944,1227.2,0.18,,,
1345,"16 AWG Speaker Cable - 1,000' (305 m) spool",22-151-03,SPK16/1000,48360,403,523.9,0.18,,,
1346,"16 AWG Speaker Cable - Plenum - 1,000' (305 m) spool",22-154-03,SPK16P/1000,79560,663,861.9,0.18,,,
1347,"18 AWG Speaker Cable - 1,000' (305 m) spool",22-150-03,SPK18/1000,35040,292,379.6,0.18,,,
1348,"18 AWG Speaker Cable - Plenum - 1,000' (305 m) spool",22-153-03,SPK18P/1000,58560,488,634.4,0.18,,,
1349,Surround Sound Processor,60-1658-01,SSP 200,205440,1712,2225.6,0.18,,,
1350,Security Tether Kit,70-1255-01,STK 1,3120,26,33.8,0.18,,,
1351,Shielded RJ-45 Plug Kit for Extron STP201 Shielded Twisted Pair Cable,101-005-01,STP RJ-45 Plug,3120,26,33.8,0.18,,,
1352,"Serial Control/Audio Cable - 1,000' (305 m) spool",22-157-03,STP20/1000,45840,382,496.6,0.18,,,
1353,"Serial Control/Audio Cable - 1,000' (305 m) spool",22-161-03,STP20-2/1000,78240,652,847.6,0.18,,,
1354,"Serial Control/Audio Cable - Plenum - 1,000' (305 m) spool",22-163-03,STP20-2P/1000,106320,886,1151.8,0.18,,,
1355,"Power, control, audio cable - Plenum - 50' (15.2 m)",26-707-50,STP20-2P/50,7560,63,81.9,0.18,,,
1356,"Serial Control/Audio Cable - Plenum - 1,000' (305 m) spool",22-159-03,STP20P/1000,73200,610,793,0.18,,,
1357,"Serial Control/Audio Cable - 1,000' (305 m) spool",22-156-03,STP22/1000,29280,244,317.2,0.18,,,
1358,"Serial Control/Audio Cable - 1,000' (305 m) spool",22-160-03,STP22-2/1000,52200,435,565.5,0.18,,,
1359,"Serial Control/Audio Cable - Plenum - 1,000' (305 m)",22-162-03,STP22-2P/1000,87840,732,951.6,0.18,,,
1360,"Serial Control/Audio Cable - Plenum - 1,000' (305 m) spool",22-158-03,STP22P/1000,44520,371,482.3,0.18,,,
1361,"Replacement Surface Mount Kit for SM 3, Pair - Black",70-930-02,Surface Mount Kit,3120,26,33.8,0.18,,,
1362,"Replacement Surface Mount Kit for SM 3, Pair - White",70-930-03,Surface Mount Kit,3120,26,33.8,0.18,,,
1363,"Replacement Surface Mount Kit for SM 26 and SM 28, Pair - Black",70-977-02,Surface Mount Kit,5280,44,57.2,0.18,,,
1364,"Replacement Surface Mount Kit for SM 26 and SM 28, Pair - White",70-977-03,Surface Mount Kit,4680,39,50.7,0.18,,,
1365,S-Video Female to 2 BNC Female Adapter,26-541-01,"SVHSF-BNCF 8"" (20 cm)",2400,20,26,0.18,,,
1366,"S-Video to 2-BNC Adapter Cable: 4-Pin Mini DIN Male to 2 BNC Female - 8"" (20 cm)",26-353-01,"SVHSM-BNCF 8"" (20 cm)",1680,14,18.2,0.18,,,
1367,Two Input 4K/60 HDMI Switcher,60-1603-01,SW2 HD 4K PLUS,44520,371,482.3,0.18,,,
1368,Two Input USB Switcher,60-952-02,SW2 USB,44520,371,482.3,0.18,,,
1369,Two Input USB 10G Switcher,60-1833-01,SW2 USB Pro,80880,674,876.2,0.18,,,
1370,Four Input 12G-SDI Switcher,60-1683-02,SW4 12G HD-SDI,131760,1098,1427.4,0.18,,,
1371,Four Input 4K/60 HDMI Switcher,60-1604-01,SW4 HD 4K PLUS,51600,430,559,0.18,,,
1372,Four Input USB Switcher with Emulation,60-954-02,SW4 USB Plus,73800,615,799.5,0.18,,,
1373,Four Input USB 10G Switcher,60-1834-01,SW4 USB Pro,102480,854,1110.2,0.18,,,
1374,Four Input VGA and Stereo Audio Switcher,60-258-22,SW4 VGA Ars,64920,541,703.3,0.18,,,
1375,Six Input 4K/60 HDMI Switcher,60-1605-01,SW6 HD 4K PLUS,113640,947,1231.1,0.18,,,
1376,Eight Input 4K/60 HDMI Switcher,60-1606-01,SW8 HD 4K PLUS,132360,1103,1433.9,0.18,,,
1377,"DVI to 5-BNC Adapter Cable: DVI-A Male to Five BNC Female - 6"" (15 cm)",26-609-01,SY DVIAM-RGBHVF,3720,31,40.3,0.18,,,
1378,"VGA to 5-BNC Adapter Cable, SY VGA: 15-pin HD Male Molded to 5-BNC Female - 2' (60 cm)",26-493-01,SY VGAM-RGBHVF (Pigtail) (2'/ 60 cm),4200,35,45.5,0.18,,,
1379,"VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Female to 5-BNC Female - 6"" (15 cm)",26-532-01,SYF BNCF/0.5,2640,22,28.6,0.18,,,
1380,VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Female to 5-BNC Female - 3' (90 cm),26-532-12,SYF BNCF/3,2880,24,31.2,0.18,,,
1381,"VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Male to 5-BNC Female - 6"" (15 cm)",26-531-01,SYM BNCF/0.5,2880,24,31.2,0.18,,,
1382,"VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Male to 5-BNC Male - 6"" (15 cm)",26-533-01,SYM BNCM/0.5,2880,24,31.2,0.18,,,
1383,VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Male to 5-BNC Male - 1' (30 cm),26-533-11,SYM BNCM/1,3120,26,33.8,0.18,,,
1384,VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Male to 5-BNC Male - 12' (3.6 m),26-533-03,SYM BNCM/12,4800,40,52,0.18,,,
1385,VGA to 5-BNC MHR - Mini High Resolution Cable: 15-pin HD Male to 5-BNC Male - 6' (1.8 m),26-533-02,SYM BNCM/6,3600,30,39,0.18,,,
1386,Retrofit Kits for TLP Pro 725M and TLP Pro 1025M - Black,70-1254-22,TLA 2,17280,144,187.2,0.18,,,
1387,Retrofit Kits for TLP Pro 725M and TLP Pro 1025M - White,70-1254-23,TLA 2,17280,144,187.2,0.18,,,
1388,Retrofit Kits for TLP Pro 1025M - Black,70-1254-32,TLA 3,18480,154,200.2,0.18,,,
1389,Retrofit Kits for TLP Pro 1025M - White,70-1254-33,TLA 3,18480,154,200.2,0.18,,,
1390,TouchLink Control Port Expansion Adapter,60-1748-10,TLCA 1,14040,117,152.1,0.18,,,
1391,TouchLink® Interface,60-1083-01,TLI Pro 101,348600,2905,3776.5,0.18,,,
1392,4K TouchLink® Interface,60-1669-01,TLI Pro 201,348600,2905,3776.5,0.18,,,
1393,"10"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1566-02,TLP Pro 1025M,226800,1890,2457,0.18,,,
1394,"10"" Wall Mount TouchLink® Pro Touchpanel - White",60-1566-03,TLP Pro 1025M,226800,1890,2457,0.18,,,
1395,"10"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1566-12,TLP Pro 1025M NC,226800,1890,2457,0.18,,,
1396,"10"" Tabletop TouchLink® Pro Touchpanel - Black",60-1565-02,TLP Pro 1025T,244200,2035,2645.5,0.18,,,
1397,"10"" Tabletop TouchLink® Pro Touchpanel - White",60-1565-13,TLP Pro 1025T,244200,2035,2645.5,0.18,,,
1398,"10"" Tabletop TouchLink® Pro Touchpanel - Black",60-1565-12,TLP Pro 1025T NC,244200,2035,2645.5,0.18,,,
1399,"12"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1787-02,TLP Pro 1225MG,401520,3346,4349.8,0.18,,,
1400,"12"" Tabletop TouchLink® Pro Touchpanel - Black",60-1788-02,TLP Pro 1225TG,401520,3346,4349.8,0.18,,,
1401,"12"" Tabletop TouchLink® Pro Touchpanel - Black",60-1788-12,TLP Pro 1225TG NC,401520,3346,4349.8,0.18,,,
1402,12” Ultra-wide Tabletop TouchLink Pro Touchpanel - Black,60-1668-02,TLP Pro 1230WTG,523200,4360,5668,0.18,,,
1403,12” Ultra-wide Tabletop TouchLink Pro Touchpanel - White,60-1668-03,TLP Pro 1230WTG,452880,3774,4906.2,0.18,,,
1404,"15"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1789-12,TLP Pro 1525MG,436320,3636,4726.8,0.18,,,
1405,"15"" Tabletop TouchLink® Pro Touchpanel - Black",60-1790-12,TLP Pro 1525TG,436320,3636,4726.8,0.18,,,
1406,"17"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1791-02,TLP Pro 1725MG,523200,4360,5668,0.18,,,
1407,3.5” Portrait Wall Mount TouchLink Pro Touchpanel – Black,60-1667-02,TLP Pro 300M,104400,870,1131,0.18,,,
1408,3.5” Portrait Wall Mount TouchLink Pro Touchpanel – White,60-1667-03,TLP Pro 300M,104400,870,1131,0.18,,,
1409,5″ Series/2 Cable Cubby TouchLink Pro Touchpanel,60-1560-02,TLP Pro 525C,244200,2035,2645.5,0.18,,,
1410,5″ Series/2 Cable Cubby TouchLink Pro Touchpanel,60-1560-12,TLP Pro 525C NC,244200,2035,2645.5,0.18,,,
1411,Installation Guide for Proper Alignment and Hole Sizing,70-694-01,"TLP Pro 525C, TLP Pro 320C, TLP 350CV and TLE 350 Routing Template",6720,56,72.8,0.18,,,
1412,"5"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1561-02,TLP Pro 525M,139200,1160,1508,0.18,,,
1413,"5"" Wall Mount Touchlink Pro Touchpanel, White",60-1561-13,TLP Pro 525M,139200,1160,1508,0.18,,,
1414,"5"" Tabletop TouchLink® Pro Touchpanel - Black",60-1559-02,TLP Pro 525T,156600,1305,1696.5,0.18,,,
1415,"5"" Tabletop TouchLink® Pro Touchpanel - White",60-1559-03,TLP Pro 525T,156600,1305,1696.5,0.18,,,
1416,"5"" Tabletop TouchLink® Pro Touchpanel - Black",60-1559-12,TLP Pro 525T NC,156600,1305,1696.5,0.18,,,
1417,"5"" Tabletop TouchLink® Pro Touchpanel - White",60-1559-13,TLP Pro 525T NC,173880,1449,1883.7,0.18,,,
1418,"7"" Cable Cubby TouchLink Pro Touchpanel",60-1564-02,TLP Pro 725C,279000,2325,3022.5,0.18,,,
1419,"7"" Cable Cubby TouchLink Pro Touchpanel",60-1564-12,TLP Pro 725C NC,296400,2470,3211,0.18,,,
1420,Installation Guide for Proper Alignment and Hole Sizing,70-980-01,"TLP Pro 725C, TLP Pro 720C, TLP 710CV and TLE 710 Routing Template",6720,56,72.8,0.18,,,
1421,"7"" Wall Mount TouchLink® Pro Touchpanel - Black",60-1563-02,TLP Pro 725M,173880,1449,1883.7,0.18,,,
1422,"7"" Wall Mount TouchLink® Pro Touchpanel - White",60-1563-03,TLP Pro 725M,173880,1449,1883.7,0.18,,,
1423,"7"" Tabletop TouchLink® Pro Touchpanel - Black",60-1562-02,TLP Pro 725T,191280,1594,2072.2,0.18,,,
1424,"7"" Tabletop TouchLink® Pro Touchpanel - White",60-1562-03,TLP Pro 725T,191280,1594,2072.2,0.18,,,
1425,"7"" Tabletop TouchLink® Pro Touchpanel - Black",60-1562-12,TLP Pro 725T NC,191280,1594,2072.2,0.18,,,
1426,"7"" Tabletop TouchLink® Pro Touchpanel - White",60-1562-13,TLP Pro 725T NC,191280,1594,2072.2,0.18,,,
1427,"10"" Wall Mount TouchLink Scheduling Panel - Black",60-1566-102,TLS 1025M,226800,1890,2457,0.18,,,
1428,"10"" Wall Mount TouchLink Scheduling Panel - White",60-1566-103,TLS 1025M,226800,1890,2457,0.18,,,
1429,"10"" Wall Mount TouchLink Scheduling Panel - White",60-1566-113,TLS 1025M NC,226800,1890,2457,0.18,,,
1430,"Black, Desk Scheduling",60-1667-102,TLS 300M,104400,870,1131,0.18,,,
1431,"White, Desk Scheduling",60-1667-103,TLS 300M,104400,870,1131,0.18,,,
1432,"5"" Wall Mount TouchLink Scheduling Panel - Black",60-1561-102,TLS 525M,139200,1160,1508,0.18,,,
1433,"5"" Wall Mount TouchLink Scheduling Panel - White",60-1561-113,TLS 525M NC,139200,1160,1508,0.18,,,
1434,"7"" Wall Mount TouchLink Scheduling Panel - Black",60-1563-102,TLS 725M,173880,1449,1883.7,0.18,,,
1435,"7"" Wall Mount TouchLink Scheduling Panel - White",60-1563-103,TLS 725M,173880,1449,1883.7,0.18,,,
1436,"7"" Wall Mount TouchLink Scheduling Panel - White",60-1563-113,TLS 725M NC,173880,1449,1883.7,0.18,,,
1437,Interactive Wayfinding Interface,60-1669-101,TLSI 201,523200,4360,5668,0.18,,,
1438,Table Mount for One Decorator-Style Module,70-1031-12,TMK 110 D,3120,26,33.8,0.18,,,
1439,Table Mount Kit for Two AAP™AV Connectivity Modules,70-1031-01,TMK 120 AAP,5280,44,57.2,0.18,,,
1440,Table Mount Kit for Two Retractor Modules,70-1031-05,TMK 120 R,11160,93,120.9,0.18,,,
1441,Table Mount Kit for Three AAP™AV Connectivity Modules,70-1031-03,TMK 130 AAP,6000,50,65,0.18,,,
1442,One Space AAP Mounting Brackets for Cable Cubby TouchLink Touchpanels,70-693-01,TouchLink Cable Cubby AAP Brackets,3720,31,40.3,0.18,,,
1443,Stereo Audio Adapter Cable: 3.5 mm Stereo Mini Male to Two RCA Male - 6' (1.8 m),26-642-06,TRSM-RCAM 6,1200,10,13,0.18,,,
1444,"Screen Protector for 5"" TouchLink Pro touchpanels",70-1293-10,TSP 1,4560,38,49.4,0.18,,,
1445,"Screen Protector for 7"" TouchLink Pro touchpanels",70-1293-20,TSP 2,5280,44,57.2,0.18,,,
1446,"Screen Protector for 10"" TouchLink Pro touchpanels",70-1293-30,TSP 3,6000,50,65,0.18,,,
1447,"Single Space AAP - Black: Two 1/4"" Female Stereo Phone to Solder Tabs",70-097-11,"Two 1/4"" Female Stereo Phone to Solder Tabs",4680,39,50.7,0.18,,,
1448,Single Space MAAP - Black: Two 3.5 mm Stereo Mini Jack to Captive Screw Terminal,70-293-15,Two 3.5 mm Stereo Mini Jack to Captive Screw Terminal,4680,39,50.7,0.18,,,
1449,Single Space AAP - Black: Two 3.5 mm Stereo Mini Jack to Captive Screw Terminal,70-331-11,Two 3.5 mm Stereo Mini Jack to Captive Screw Terminal,5280,44,57.2,0.18,,,
1450,Single Space AAP - Black: Two 3.5 mm Stereo Mini Jack to Solder Tabs,70-098-11,Two 3.5 mm Stereo Mini Jack to Solder Tabs,4680,39,50.7,0.18,,,
1451,Single Space AAP - Black: Two BNC Female to Female Barrels,70-091-11,Two BNC Female to Female Barrels,3120,26,33.8,0.18,,,
1452,Single Space MAAP - Black: Two BNC Female to Female Barrels,70-286-13,Two BNC Female to Female Barrels,3720,31,40.3,0.18,,,
1453,Single Space MAAP - White: Two BNC Female to Female Barrels,70-286-23,Two BNC Female to Female Barrels,3720,31,40.3,0.18,,,
1454,"Single Space AAP - Black: Two Contact Closure Switch - Momentary, Single Pole, Double Throw with LED - to Solder Tabs",70-613-02,"Two Contact Closure Switch - Momentary, Single Pole, Double Throw with LED - to Solder Tabs",6000,50,65,0.18,,,
1455,Double Space AAP - Black: Two Fiber Duplex LC Female to Female Barrels,70-466-11,Two Fiber Duplex LC Female to Female Barrels,6000,50,65,0.18,,,
1456,"Single Space AAP - Black: Two HDMI Female to Female on 10"" Pigtails",70-1219-02,"Two HDMI Female to Female on 10"" Pigtails",9000,75,97.5,0.18,,,
1457,"Single Space AAP - White: Two HDMI Female to Female on 10"" Pigtails",70-1219-03,"Two HDMI Female to Female on 10"" Pigtails",9000,75,97.5,0.18,,,
1458,Double Space AAP - Black: Two Neutrik Speakon Male to Solder Tabs - 4 Pole,70-449-12,Two Neutrik Speakon Male to Solder Tabs - 4 Pole,5280,44,57.2,0.18,,,
1459,Single Space AAP - Black: Two RCA Female to Solder Cups,70-092-11,Two RCA Female to Solder Cups,3120,26,33.8,0.18,,,
1460,Single Space AAP - Black: Two RJ-45 Female to Female Barrel,70-491-11,Two RJ-45 Female to Female Barrel - CAT 5e,5280,44,57.2,0.18,,,
1461,Double Space AAP - Black: Two RJ-45 Female to Female Barrels - CAT 5e,70-100-11,Two RJ-45 Female to Female Barrels - CAT 5e,5280,44,57.2,0.18,,,
1462,Double Space AAP - Black,70-786-02,Two RJ-45 Female to Punch Down - Systimax MGS Series,9000,75,97.5,0.18,,,
1463,Single Space AAP – Black: Two RJ-45 Female to Punch Down for CAT 6,70-491-15,Two RJ-45 Female to Punch Down for CAT 6,6000,50,65,0.18,,,
1464,Single Space AAP – White: Two RJ-45 Female to Punch Down for CAT 6,70-491-25,Two RJ-45 Female to Punch Down for CAT 6,6000,50,65,0.18,,,
1465,Single Space AAP – Black: Two RJ-45 Female to Punch Down for CAT 6 - AMP,70-491-12,Two RJ-45 Female to Punch Down for CAT 6 - AMP,6000,50,65,0.18,,,
1466,Single Space AAP – Black: Two RJ-45 Female to Punch Down for CAT 6 - Ortronics,70-491-14,Two RJ-45 Female to Punch Down for CAT 6 - Ortronics,6000,50,65,0.18,,,
1467,Single Space AAP – Black: Two RJ-45 Female to Punch Down for CAT 6 - Siemon,70-491-13,Two RJ-45 Female to Punch Down for CAT 6 - Siemon,6000,50,65,0.18,,,
1468,Single Space AAP - Black: Two RJ-45 Female to Punch Down for CAT6 – Panduit,70-491-16,Two RJ-45 Female to Punch Down for CAT6 – Panduit,9000,75,97.5,0.18,,,
1469,Double Space AAP – Black: Two Shielded RJ-45 Female to Female Barrel for CAT 5e,70-100-14,Two Shielded RJ-45 Female to Female Barrel for CAT 5e,5280,44,57.2,0.18,,,
1470,Double Space AAP – White: Two Shielded RJ-45 Female to Female Barrel for CAT 5e,70-100-24,Two Shielded RJ-45 Female to Female Barrel for CAT 5e,5280,44,57.2,0.18,,,
1471,Single Space AAP - Black: Two USB 2.0 Type-A Female to Female on Pigtails,70-454-12,Two USB 2.0 Type-A Female to Female on Pigtails,6000,50,65,0.18,,,
1472,Single Space AAP - White: Two USB 2.0 Type-A Female to Female on Pigtails,70-454-13,Two USB 2.0 Type-A Female to Female on Pigtails,6000,50,65,0.18,,,
1473,Single Space AAP - Black: Two USB 2.0 Type-A Female to USB B Female Adapters,70-382-11,Two USB 2.0 Type-A Female to USB 2.0 Type-B Female Adapters,5280,44,57.2,0.18,,,
1474,Single Space AAP - White: Two USB 3.2 Type-A Female to USB B Female on Pigtails,70-1235-03,Two USB 3.2 Type-A Female to Two USB B Female on Pigtails,6720,56,72.8,0.18,,,
1475,Single Space AAP - Black: Two USB 3.2 Type-A Female to USB Type-B Female on Pigtails,70-1235-02,Two USB 3.2 Type-A Female to Two USB Type-B Female on Pigtails,6720,56,72.8,0.18,,,
1476,Double Space AAP - Black: Two XLR 3-pin Female to Solder Cups,70-103-14,Two XLR 3-pin Female to Solder Cups,5280,44,57.2,0.18,,,
1477,Double Space AAP - White: Two XLR 3-pin Female to Solder Cups,70-103-24,Two XLR 3-pin Female to Solder Cups,5280,44,57.2,0.18,,,
1478,Double Space AAP - Black: Two XLR 3-pin Male to Solder Cups - Neutrik,70-103-17,Two XLR 3-pin Male to Solder Cups - Neutrik,5280,44,57.2,0.18,,,
1479,Double Space AAP - White: Two XLR 3-pin Male to Solder Cups - Neutrik,70-103-27,Two XLR 3-pin Male to Solder Cups - Neutrik,5280,44,57.2,0.18,,,
1480,Double Space AAP - Black,70-1051-11,Two XTP DTP 24 Couplers,6720,56,72.8,0.18,,,
1481,Double Space AAP - Black,70-1051-12,Two XTP DTP 24 Punch Down Jacks,6720,56,72.8,0.18,,,
1482,Universal Projector Control Cable: 9-pin D Female to Bare Wires - 100' (30.4 m),26-518-02,UC100' (100' / 30 m),15360,128,166.4,0.18,,,
1483,Universal Projector Control Cable: 9-pin D Female to Bare Wires - 50' (15.2 m),26-518-01,UC50' (50' / 15 m),9000,75,97.5,0.18,,,
1484,Universal Controller Mount for Flex55 Modules,70-903-02,UCM 100,6720,56,72.8,0.18,,,
1485,Universal Controller Mounting Panel: Black,60-1166-02,UCM R308,6000,50,65,0.18,,,
1486,Universal Controller Mounting Rack Kit - Black,70-344-02,UCM RAAP,6000,50,65,0.18,,,
1487,3x1 4K/60 Collaboration and Presentation Switcher,60-1797-01,UCS 303,200040,1667,2167.1,0.18,,,
1488,4x2 4K Collaboration Switcher & Scaling Receiver,42-361-01,UCS 504,415800,3465,4504.5,0.18,,,
1489,Pro 4K USB-C 10G Dock,60-2042-01,UCS 601,67320,561,729.3,0.18,,,
1490,USB 5 Gbps Receiver,60-1974-13,UCS FR 902,50280,419,544.7,0.18,,,
1491,USB 5 Gbps Transmitter,60-1974-12,UCS FT 901,50280,419,544.7,0.18,,,
1492,Fiber Optic USB 5 Gbps Extenders,42-298-01,UCS FTR 900 Kit,110040,917,1192.1,0.18,,,
1493,One Output Scaling Receiver,60-1798-13,UCS SR 501,207960,1733,2252.9,0.18,,,
1494,3x1 4K/60 Collaboration and Presentation Switcher,60-1797-02,UCS SW 313,200040,1667,2167.1,0.18,,,
1495,Three Input Collaboration Switcher Transmitter,60-1798-12,UCS T 503,207960,1733,2252.9,0.18,,,
1496,Universal Projector Mounting Bracket - White,70-902-03,UPB 125,19080,159,206.7,0.18,,,
1497,USB A Male to USB Mini B Male Configuration Cable,26-654-06,USB CFG Cable,960,8,10.4,0.18,,,
1498,Twisted Pair Extender for USB Peripherals – AAP Version,60-1472-22,USB Extender Plus AAP R,63000,525,682.5,0.18,,,
1499,Twisted Pair Extender for USB Peripherals - Decorator-Style Wallplate,60-1473-23,USB Extender Plus D R,64320,536,696.8,0.18,,,
1500,Twisted Pair Extender for USB Peripherals - Decorator-Style Wallplate,60-1473-13,USB Extender Plus D T,64320,536,696.8,0.18,,,
1501,Twisted Pair Extender for USB Peripherals,60-1471-13,USB Extender Plus R,52200,435,565.5,0.18,,,
1502,Twisted Pair Extender for USB Peripherals – HID,60-1539-13,USB Extender Plus R HID,69600,580,754,0.18,,,
1503,Twisted Pair Extender for USB Peripherals,60-1471-12,USB Extender Plus T,52200,435,565.5,0.18,,,
1504,Twisted Pair Extender for USB Peripherals – HID,60-1539-12,USB Extender Plus T HID,69600,580,754,0.18,,,
1505,Four-Port USB Hub - AAP Version - Black,60-1031-12,USB HUB4 AAP,19080,159,206.7,0.18,,,
1506,Four-Port USB Hub - MAAP Version - Black,60-1030-11,USB HUB4 MAAP,19080,159,206.7,0.18,,,
1507,Matrix Controller for USB Extender Plus Series,42-267-01,USB Plus Matrix Controller,87000,725,942.5,0.18,,,
1508,Two Outlet USB Charger - AAP Version,60-1346-02,USB PowerPlate 200 AAP,14040,117,152.1,0.18,,,
1509,Two Outlet USB Charger - AC AAP Version,60-1937-02,USB PowerPlate 200 AC AAP,19080,159,206.7,0.18,,,
1510,Two Outlet USB Charger - MAAP Version,60-1355-02,USB PowerPlate 200 MAAP,14040,117,152.1,0.18,,,
1511,USB-C USB-A PowerPlate AAP,60-1783-02,USB PowerPlate 311 AAP,29280,244,317.2,0.18,,,
1512,USB-C+USB-A PowerPlate AC AAP,60-1938-02,USB PowerPlate 311 AC AAP,33720,281,365.3,0.18,,,
1513,USB-C PowerPlate MAAP,60-1785-02,USB PowerPlate 311 MAAP,29280,244,317.2,0.18,,,
1514,USB-A (male - female) 5 Gbps Optical Cable 15' (4.5 m) - Plenum,26-728-15,USBA Pro P/15,22920,191,248.3,0.18,,,
1515,USB-A (male - female) 5 Gbps Optical Cable 25' (7.6 m) - Plenum,26-728-25,USBA Pro P/25,26760,223,289.9,0.18,,,
1516,USB-A (male - female) 5 Gbps Optical Cable 35' (10.6 m) - Plenum,26-728-35,USBA Pro P/35,33120,276,358.8,0.18,,,
1517,USB-A (male - female) 5 Gbps Optical Cable 50' (15.2 m)- Plenum,26-728-50,USBA Pro P/50,41400,345,448.5,0.18,,,
1518,USB-A (male - female) 5 Gbps Optical Cable 65' (19.8 m)- Plenum,26-728-65,USBA Pro P/65,44520,371,482.3,0.18,,,
1519,USB-A to USB-B 5 Gbps Cables - 3' (90 cm),26-751-03,USBA-B/3,4200,35,45.5,0.18,,,
1520,USB-A to USB-B 5 Gbps Cables - 6' (1.8 m),26-751-06,USBA-B/6,5040,42,54.6,0.18,,,
1521,USB-A to USB-B 5 Gbps Cables - 9' (2.7 m),26-751-09,USBA-B/9,5640,47,61.1,0.18,,,
1522,Single-Space AAP - Black: One USB-C Female to Male on Pigtail,70-1241-02,USB-C AVPD 101 AAP,6360,53,68.9,0.18,,,
1523,Half-Size Flex55 - Black: One USB-C Female to Male on Pigtail,70-1243-02,USB-C AVPD 101 Flex55,6360,53,68.9,0.18,,,
1524,Half-Size Flex55 - White: One USB-C Female to Male on Pigtail,70-1243-03,USB-C AVPD 101 Flex55,6360,53,68.9,0.18,,,
1525,Single-Space MAAP - Black: One USB-C Female to Male on Pigtail,70-1242-02,USB-C AVPD 101 MAAP,6360,53,68.9,0.18,,,
